,id,リージョン,ポケモン名
0,166,0,レディアン
0,167,0,イトマル
0,168,0,アリアドス
0,169,0,クロバット
0,170,0,チョンチー
0,171,0,ランターン
0,172,0,ピチュー
0,173,0,ピィ
0,174,0,ププリン
0,175,0,トゲピー
0,176,0,トゲチック
0,177,0,ネイティ
0,178,0,ネイティオ
0,179,0,メリープ
0,180,0,モココ
0,181,0,デンリュウ
0,181,1,メガデンリュウ
0,182,0,キレイハナ
0,183,0,マリル
0,184,0,マリルリ
0,185,0,ウソッキー
0,186,0,ニョロトノ
0,187,0,ハネッコ
0,188,0,ポポッコ
0,189,0,ワタッコ
0,190,0,エイパム
0,191,0,ヒマナッツ
0,192,0,キマワリ
0,193,0,ヤンヤンマ
0,194,0,ウパー
0,195,0,ヌオー
0,196,0,エーフィ
0,197,0,ブラッキー
0,198,0,ヤミカラス
0,199,0,ヤドキング
0,199,1,ヤドキング_G
0,200,0,ムウマ
0,201,0,アンノーン
0,202,0,ソーナンス
0,203,0,キリンリキ
0,204,0,クヌギダマ
0,205,0,フォレトス
0,206,0,ノコッチ
0,207,0,グライガー
0,208,0,ハガネール
0,208,1,メガハガネール
0,209,0,ブルー
0,210,0,グランブル
0,211,0,ハリーセン
0,212,0,ハッサム
0,212,1,メガハッサム
0,213,0,ツボツボ
0,214,0,ヘラクロス
0,214,1,メガヘラクロス
0,215,0,ニューラ
0,216,0,ヒメグマ
0,217,0,リングマ
0,218,0,マグマッグ
0,219,0,マグカルゴ
0,220,0,ウリムー
0,221,0,イノムー
0,222,0,サニーゴ
0,222,1,サニーゴ_G
0,223,0,テッポウオ
0,224,0,オクタン
0,225,0,デリバード
0,226,0,マンタイン
0,227,0,エアームド
0,228,0,デルビル
0,229,0,ヘルガー
0,229,1,メガヘルガー
0,230,0,キングドラ
0,231,0,ゴマゾウ
0,232,0,ドンファン
0,233,0,ポリゴン２
0,234,0,オドシシ
0,235,0,ドーブル
0,236,0,バルキー
0,237,0,カポエラー
0,238,0,ムチュール
0,239,0,エレキッド
0,240,0,ブビィ
0,241,0,ミルタンク
0,242,0,ハピナス
0,243,0,ライコウ
0,244,0,エンテイ
0,245,0,スイクン
0,246,0,ヨーギラス
0,247,0,サナギラス
0,248,0,バンギラス
0,248,1,メガバンギラス
0,249,0,ルギア
0,250,0,ホウオウ
0,251,0,セレビィ
0,252,0,キモリ
0,253,0,ジュプトル
0,254,0,ジュカイン
0,254,1,メガジュカイン
0,255,0,アチャモ
0,256,0,ワカシャモ
0,257,0,バシャーモ
0,257,1,メガバシャーモ
0,258,0,ミズゴロウ
0,259,0,ヌマクロー
0,260,0,ラグラージ
0,260,1,メガラグラージ
0,261,0,ポチエナ
0,262,0,グラエナ
0,263,0,ジグザグマ
0,263,1,ジグザグマ_G
0,264,0,マッスグマ
0,264,1,マッスグマ_G
0,265,0,ケムッソ
0,266,0,カラサリス
0,267,0,アゲハント
0,268,0,マユルド
0,269,0,ドクケイル
0,270,0,ハスボー
0,271,0,ハスブレロ
0,272,0,ルンパッパ
0,273,0,タネボー
0,274,0,コノハナ
0,275,0,ダーテング
0,276,0,スバメ
0,277,0,オオスバメ
0,278,0,キャモメ
0,279,0,ペリッパー
0,280,0,ラルトス
0,281,0,キルリア
0,282,0,サーナイト
0,282,1,メガサーナイト
0,283,0,アメタマ
0,284,0,アメモース
0,285,0,キノココ
0,286,0,キノガッサ
0,287,0,ナマケロ
0,288,0,ヤルキモノ
0,289,0,ケッキング
0,290,0,ツチニン
0,291,0,テッカニン
0,292,0,ヌケニン
0,293,0,ゴニョニョ
0,294,0,ドゴーム
0,295,0,バクオング
0,296,0,マクノシタ
0,297,0,ハリテヤマ
0,298,0,ルリリ
0,299,0,ノズパス
0,300,0,エネコ
0,301,0,エネコロロ
0,302,0,ヤミラミ
0,302,1,メガヤミラミ
0,303,0,クチート
0,303,1,メガクチート
0,304,0,ココドラ
0,305,0,コドラ
0,306,0,ボスゴドラ
0,306,1,メガボスゴドラ
0,307,0,アサナン
0,308,0,チャーレム
0,308,1,メガチャーレム
0,309,0,ラクライ
0,310,0,ライボルト
0,310,1,メガライボルト
0,311,0,プラスル
0,312,0,マイナン
0,313,0,バルビート
0,314,0,イルミーゼ
0,315,0,ロゼリア
0,316,0,ゴクリン
0,317,0,マルノーム
0,318,0,キバニア
0,319,0,サメハダー
0,319,1,メガサメハダー
0,320,0,ホエルコ
0,321,0,ホエルオー
0,322,0,ドンメル
0,323,0,バクーダ
0,323,1,メガバクーダ
0,324,0,コータス
0,325,0,バネブー
0,326,0,ブーピッグ
0,327,0,パッチール
0,328,0,ナックラー
0,329,0,ビブラーバ
0,330,0,フライゴン
0,331,0,サボネア
0,332,0,ノクタス
0,333,0,チルット
0,334,0,チルタリス
0,334,1,メガチルタリス
0,335,0,ザングース
0,336,0,ハブネーク
0,337,0,ルナトーン
0,338,0,ソルロック
0,339,0,ドジョッチ
0,340,0,ナマズン
0,341,0,ヘイガニ
0,342,0,シザリガー
0,343,0,ヤジロン
0,344,0,ネンドール
0,345,0,リリーラ
0,346,0,ユレイドル
0,347,0,アノプス
0,348,0,アーマルド
0,349,0,ヒンバス
0,350,0,ミロカロス
0,351,0,ポワルン
0,352,0,カクレオン
0,353,0,カゲボウズ
0,354,0,ジュペッタ
0,354,1,メガジュペッタ
0,355,0,ヨマワル
0,356,0,サマヨール
0,357,0,トロピウス
0,358,0,チリーン
0,359,0,アブソル
0,359,1,メガアブソル
0,360,0,ソーナノ
0,361,0,ユキワラシ
0,362,0,オニゴーリ
0,362,1,メガオニゴーリ
0,363,0,タマザラシ
0,364,0,トドグラー
0,365,0,トドゼルガ
0,366,0,パールル
0,367,0,ハンテール
0,368,0,サクラビス
0,369,0,ジーランス
0,370,0,ラブカス
0,371,0,タツベイ
0,372,0,コモルー
0,373,0,ボーマンダ
0,373,1,メガボーマンダ
0,374,0,ダンバル
0,375,0,メタング
0,376,0,メタグロス
0,376,1,メガメタグロス
0,377,0,レジロック
0,378,0,レジアイス
0,379,0,レジスチル
0,380,0,ラティアス
0,380,1,メガラティアス
0,381,0,ラティオス
0,381,1,メガラティオス
0,382,0,カイオーガ
0,382,1,ゲンシカイオーガ
0,383,0,グラードン
0,383,1,ゲンシグラードン
0,384,0,レックウザ
0,384,1,メガレックウザ
0,385,0,ジラーチ
0,386,0,デオキシスN
0,386,1,デオキシスA
0,386,2,デオキシスD
0,386,3,デオキシスS
0,387,0,ナエトル
0,388,0,ハヤシガメ
0,389,0,ドダイトス
0,390,0,ヒコザル
0,391,0,モウカザル
0,392,0,ゴウカザル
0,393,0,ポッチャマ
0,394,0,ポッタイシ
0,395,0,エンペルト
0,396,0,ムックル
0,397,0,ムクバード
0,398,0,ムクホーク
0,399,0,ビッパ
0,400,0,ビーダル
0,401,0,コロボーシ
0,402,0,コロトック
0,403,0,コリンク
0,404,0,ルクシオ
0,405,0,レントラー
0,406,0,スボミー
0,407,0,ロズレイド
0,408,0,ズガイドス
0,409,0,ラムパルド
0,410,0,タテトプス
0,411,0,トリデプス
0,412,0,ミノムッチ
0,413,0,ミノマダム草
0,413,1,ミノマダム地
0,413,2,ミノマダム鋼
0,414,0,ガーメイル
0,415,0,ミツハニー
0,416,0,ビークイン
0,417,0,パチリス
0,418,0,ブイゼル
0,419,0,フローゼル
0,420,0,チェリンボ
0,421,0,チェリム
0,422,0,カラナクシ
0,423,0,トリトドン
0,424,0,エテボース
0,425,0,フワンテ
0,426,0,フワライド
0,427,0,ミミロル
0,428,0,ミミロップ
0,428,1,メガミミロップ
0,429,0,ムウマージ
0,430,0,ドンカラス
0,431,0,ニャルマー
0,432,0,ブニャット
0,433,0,リーシャン
0,434,0,スカンプー
0,435,0,スカタンク
0,436,0,ドーミラー
0,437,0,ドータクン
0,438,0,ウソハチ
0,439,0,マネネ
0,440,0,ピンプク
0,441,0,ペラップ
0,442,0,ミカルゲ
0,443,0,フカマル
0,444,0,ガバイト
0,445,0,ガブリアス
0,445,1,メガガブリアス
0,446,0,ゴンベ
0,447,0,リオル
0,448,0,ルカリオ
0,448,1,メガルカリオ
0,449,0,ヒポポタス
0,450,0,カバルドン
0,451,0,スコルピ
0,452,0,ドラピオン
0,453,0,グレッグル
0,454,0,ドクロッグ
0,455,0,マスキッパ
0,456,0,ケイコウオ
0,457,0,ネオラント
0,458,0,タマンタ
0,459,0,ユキカブリ
0,460,0,ユキノオー
0,460,1,メガユキノオー
0,461,0,マニューラ
0,462,0,ジバコイル
0,463,0,ベロベルト
0,464,0,ドサイドン
0,465,0,モジャンボ
0,466,0,エレキブル
0,467,0,ブーバーン
0,468,0,トゲキッス
0,469,0,メガヤンマ
0,470,0,リーフィア
0,471,0,グレイシア
0,472,0,グライオン
0,473,0,マンムー
0,474,0,ポリゴンＺ
0,475,0,エルレイド
0,475,1,メガエルレイド
0,476,0,ダイノーズ
0,477,0,ヨノワール
0,478,0,ユキメノコ
0,479,0,ロトム
0,479,1,ロトム炎
0,479,2,ロトム水
0,479,3,ロトム氷
0,479,4,ロトム飛
0,479,5,ロトム草
0,480,0,ユクシー
0,481,0,エムリット
0,482,0,アグノム
0,483,0,ディアルガ
0,484,0,パルキア
0,485,0,ヒードラン
0,486,0,レジギガス
0,487,0,ギラティナA
0,487,1,ギラティナO
0,488,0,クレセリア
0,489,0,フィオネ
0,490,0,マナフィ
0,491,0,ダークライ
0,492,0,シェイミL
0,492,1,シェイミS
0,493,0,アルセウス
0,494,0,ビクティニ
0,495,0,ツタージャ
0,496,0,ジャノビー
0,497,0,ジャローダ
0,498,0,ポカブ
0,499,0,チャオブー
0,500,0,エンブオー
0,501,0,ミジュマル
0,502,0,フタチマル
0,503,0,ダイケンキ
0,504,0,ミネズミ
0,505,0,ミルホッグ
0,506,0,ヨーテリー
0,507,0,ハーデリア
0,508,0,ムーランド
0,509,0,チョロネコ
0,510,0,レパルダス
0,511,0,ヤナップ
0,512,0,ヤナッキー
0,513,0,バオップ
0,514,0,バオッキー
0,515,0,ヒヤップ
0,516,0,ヒヤッキー
0,517,0,ムンナ
0,518,0,ムシャーナ
0,519,0,マメパト
0,520,0,ハトーボー
0,521,0,ケンホロウ
0,522,0,シママ
0,523,0,ゼブライカ
0,524,0,ダンゴロ
0,525,0,ガントル
0,526,0,ギガイアス
0,527,0,コロモリ
0,528,0,ココロモリ
0,529,0,モグリュー
0,530,0,ドリュウズ
0,531,0,タブンネ
0,531,1,メガタブンネ
0,532,0,ドッコラー
0,533,0,ドテッコツ
0,534,0,ローブシン
0,535,0,オタマロ
0,536,0,ガマガル
0,537,0,ガマゲロゲ
0,538,0,ナゲキ
0,539,0,ダゲキ
0,540,0,クルミル
0,541,0,クルマユ
0,542,0,ハハコモリ
0,543,0,フシデ
0,544,0,ホイーガ
0,545,0,ペンドラー
0,546,0,モンメン
0,547,0,エルフーン
0,548,0,チュリネ
0,549,0,ドレディア
0,550,0,バスラオ赤
0,550,1,バスラオ青
0,551,0,メグロコ
0,552,0,ワルビル
0,553,0,ワルビアル
0,554,0,ダルマッカ
0,554,1,ダルマッカG
0,555,0,ヒヒダルマN
0,555,1,ヒヒダルマD
0,555,2,ヒヒダルマGN
0,555,3,ヒヒダルマGD
0,556,0,マラカッチ
0,557,0,イシズマイ
0,558,0,イワパレス
0,559,0,ズルッグ
0,560,0,ズルズキン
0,561,0,シンボラー
0,562,0,デスマス
0,562,1,デスマス_G
0,563,0,デスカーン
0,564,0,プロトーガ
0,565,0,アバゴーラ
0,566,0,アーケン
0,567,0,アーケオス
0,568,0,ヤブクロン
0,569,0,ダストダス
0,570,0,ゾロア
0,571,0,ゾロアーク
0,572,0,チラーミィ
0,573,0,チラチーノ
0,574,0,ゴチム
0,575,0,ゴチミル
0,576,0,ゴチルゼル
0,577,0,ユニラン
0,578,0,ダブラン
0,579,0,ランクルス
0,580,0,コアルヒー
0,581,0,スワンナ
0,582,0,バニプッチ
0,583,0,バニリッチ
0,584,0,バイバニラ
0,585,0,シキジカ
0,586,0,メブキジカ
0,587,0,エモンガ
0,588,0,カブルモ
0,589,0,シュバルゴ
0,590,0,タマゲタケ
0,591,0,モロバレル
0,592,0,プルリル
0,593,0,ブルンゲル
0,594,0,ママンボウ
0,595,0,バチュル
0,596,0,デンチュラ
0,597,0,テッシード
0,598,0,ナットレイ
0,599,0,ギアル
0,600,0,ギギアル
0,601,0,ギギギアル
0,602,0,シビシラス
0,603,0,シビビール
0,604,0,シビルドン
0,605,0,リグレー
0,606,0,オーベム
0,607,0,ヒトモシ
0,608,0,ランプラー
0,609,0,シャンデラ
0,610,0,キバゴ
0,611,0,オノンド
0,612,0,オノノクス
0,613,0,クマシュン
0,614,0,ツンベアー
0,615,0,フリージオ
0,616,0,チョボマキ
0,617,0,アギルダー
0,618,0,マッギョ
0,618,1,マッギョ_G
0,619,0,コジョフー
0,620,0,コジョンド
0,621,0,クリムガン
0,622,0,ゴビット
0,623,0,ゴルーグ
0,624,0,コマタナ
0,625,0,キリキザン
0,626,0,バッフロン
0,627,0,ワシボン
0,628,0,ウォーグル
0,629,0,バルチャイ
0,630,0,バルジーナ
0,631,0,クイタラン
0,632,0,アイアント
0,633,0,モノズ
0,634,0,ジヘッド
0,635,0,サザンドラ
0,636,0,メラルバ
0,637,0,ウルガモス
0,638,0,コバルオン
0,639,0,テラキオン
0,640,0,ビリジオン
0,641,0,トルネロス化身
0,641,1,トルネロス霊獣
0,642,0,ボルトロス化身
0,642,1,ボルトロス霊獣
0,643,0,レシラム
0,644,0,ゼクロム
0,645,0,ランドロス化身
0,645,1,ランドロス霊獣
0,646,0,キュレム
0,646,2,ブラックキュレム
0,646,1,ホワイトキュレム
0,647,0,ケルディオ
0,647,1,ケルディオ覚悟
0,648,0,メロエッタＶ
0,648,1,メロエッタＳ
0,649,0,ゲノセクト
0,650,0,ハリマロン
0,651,0,ハリボーグ
0,652,0,ブリガロン
0,653,0,フォッコ
0,654,0,テールナー
0,655,0,マフォクシー
0,656,0,ケロマツ
0,657,0,ゲコガシラ
0,658,0,ゲッコウガ
0,659,0,ホルビー
0,660,0,ホルード
0,661,0,ヤヤコマ
0,662,0,ヒノヤコマ
0,663,0,ファイアロー
0,664,0,コフキムシ
0,665,0,コフーライ
0,666,0,ビビヨン
0,667,0,シシコ
0,668,0,カエンジシ
0,669,0,フラベベ
0,670,0,フラエッテ
0,670,1,フラエッテＡＺ
0,671,0,フラージェス
0,672,0,メェークル
0,673,0,ゴーゴート
0,674,0,ヤンチャム
0,675,0,ゴロンダ
0,676,0,トリミアン
0,677,0,ニャスパー
0,678,0,ニャオニクス♂
0,678,1,ニャオニクス♀
0,679,0,ヒトツキ
0,680,0,ニダンギル
0,681,0,ギルガルド盾
0,681,1,ギルガルド剣
0,682,0,シュシュプ
0,683,0,フレフワン
0,684,0,ペロッパフ
0,685,0,ペロリーム
0,686,0,マーイーカ
0,687,0,カラマネロ
0,688,0,カメテテ
0,689,0,ガメノデス
0,690,0,クズモー
0,691,0,ドラミドロ
0,692,0,ウデッポウ
0,693,0,ブロスター
0,694,0,エリキテル
0,695,0,エレザード
0,696,0,チゴラス
0,697,0,ガチゴラス
0,698,0,アマルス
0,699,0,アマルルガ
0,700,0,ニンフィア
0,701,0,ルチャブル
0,702,0,デデンネ
0,703,0,メレシー
0,704,0,ヌメラ
0,705,0,ヌメイル
0,706,0,ヌメルゴン
0,707,0,クレッフィ
0,708,0,ボクレー
0,709,0,オーロット
0,710,0,バケッチャ
0,710,1,バケッチャ小
0,710,2,バケッチャ大
0,710,3,バケッチャ特大
0,711,0,パンプジン
0,711,1,パンプジン小
0,711,2,パンプジン大
0,711,3,パンプジン特大
0,712,0,カチコール
0,713,0,クレベース
0,714,0,オンバット
0,715,0,オンバーン
0,716,0,ゼルネアス
0,717,0,イベルタル
0,718,0,ジガルデ
0,718,1,ジガルデ完全
0,718,2,ジガルデ10%
0,718,3,ジガルデ50%
0,719,0,ディアンシー
0,719,1,メガディアンシー
0,720,0,フーパ戒め
0,720,1,フーパ解放
0,721,0,ボルケニオン
0,722,0,モクロー
0,723,0,フクスロー
0,724,0,ジュナイパー
0,725,0,ニャビー
0,726,0,ニャヒート
0,727,0,ガオガエン
0,728,0,アシマリ
0,729,0,オシャマリ
0,730,0,アシレーヌ
0,731,0,ツツケラ
0,732,0,ケララッパ
0,733,0,ドデカバシ
0,734,0,ヤングース
0,735,0,デカグース
0,736,0,アゴジムシ
0,737,0,デンヂムシ
0,738,0,クワガノン
0,739,0,マケンカニ
0,740,0,ケケンカニ
0,741,0,オドリドリ_めらめら
0,741,1,オドリドリ_ぱちぱち
0,741,2,オドリドリ_ふらふら
0,741,3,オドリドリ_まいまい
0,742,0,アブリー
0,743,0,アブリボン
0,744,0,イワンコ
0,745,0,ルガルガン昼
0,745,1,ルガルガン夜
0,745,2,ルガルガン黄昏
0,746,0,ヨワシ
0,746,1,ヨワシ_群れ
0,747,0,ヒドイデ
0,748,0,ドヒドイデ
0,749,0,ドロバンコ
0,750,0,バンバドロ
0,751,0,シズクモ
0,752,0,オニシズクモ
0,753,0,カリキリ
0,754,0,ラランテス
0,755,0,ネマシュ
0,756,0,マシェード
0,757,0,ヤトウモリ
0,758,0,エンニュート
0,759,0,ヌイコグマ
0,760,0,キテルグマ
0,761,0,アマカジ
0,762,0,アママイコ
0,763,0,アマージョ
0,764,0,キュワワー
0,765,0,ヤレユータン
0,766,0,ナゲツケサル
0,767,0,コソクムシ
0,768,0,グソクムシャ
0,769,0,スナバァ
0,770,0,シロデスナ
0,771,0,ナマコブシ
0,772,0,タイプ_ヌル
0,773,0,シルヴァディ
0,773,1,シルヴァディ格
0,773,2,シルヴァディ飛
0,773,3,シルヴァディ毒
0,773,4,シルヴァディ地
0,773,5,シルヴァディ岩
0,773,6,シルヴァディ虫
0,773,7,シルヴァディ霊
0,773,8,シルヴァディ鋼
0,773,9,シルヴァディ炎
0,773,10,シルヴァディ水
0,773,11,シルヴァディ草
0,773,12,シルヴァディ電
0,773,13,シルヴァディ超
0,773,14,シルヴァディ氷
0,773,15,シルヴァディ竜
0,773,16,シルヴァディ悪
0,773,17,シルヴァディ妖
0,774,0,メテノ_流星
0,774,1,メテノ_コア
0,775,0,ネッコアラ
0,776,0,バクガメス
0,777,0,トゲデマル
0,778,0,ミミッキュ
0,779,0,ハギギシリ
0,780,0,ジジーロン
0,781,0,ダダリン
0,782,0,ジャラコ
0,783,0,ジャランゴ
0,784,0,ジャラランガ
0,785,0,カプ・コケコ
0,786,0,カプ・テテフ
0,787,0,カプ・ブルル
0,788,0,カプ・レヒレ
0,789,0,コスモッグ
0,790,0,コスモウム
0,791,0,ソルガレオ
0,792,0,ルナアーラ
0,793,0,ウツロイド
0,794,0,マッシブーン
0,795,0,フェローチェ
0,796,0,デンジュモク
0,797,0,テッカグヤ
0,798,0,カミツルギ
0,799,0,アクジキング
0,800,0,ネクロズマ
0,800,1,ネクロズマたそがれ
0,800,2,ネクロズマあかつき
0,801,0,マギアナ
0,802,0,マーシャドー
0,803,0,ベベノム
0,804,0,アーゴヨン
0,805,0,ツンデツンデ
0,806,0,ズガドーン
0,807,0,ゼラオラ
0,808,0,メルタン
0,809,0,メルメタル
0,810,0,サルノリ
0,811,0,バチンキー
0,812,0,ゴリランダー
0,813,0,ヒバニー
0,814,0,ラビフット
0,815,0,エースバーン
0,816,0,メッソン
0,817,0,ジメレオン
0,818,0,インテレオン
0,819,0,ホシガリス
0,820,0,ヨクバリス
0,821,0,ココガラ
0,822,0,アオガラス
0,823,0,アーマーガア
0,824,0,サッチムシ
0,825,0,レドームシ
0,826,0,イオルブ
0,827,0,クスネ
0,828,0,フォクスライ
0,829,0,ヒメンカ
0,830,0,ワタシラガ
0,831,0,ウールー
0,832,0,バイウールー
0,833,0,カムカメ
0,834,0,カジリガメ
0,835,0,ワンパチ
0,836,0,パルスワン
0,837,0,タンドン
0,838,0,トロッゴン
0,839,0,セキタンザン
0,840,0,カジッチュ
0,841,0,アップリュー
0,842,0,タルップル
0,843,0,スナヘビ
0,844,0,サダイジャ
0,845,0,ウッウ
0,846,0,サシカマス
0,847,0,カマスジョー
0,848,0,エレズン
0,849,0,ストリンダー
0,849,1,ストリンダー_ロー
0,850,0,ヤクデ
0,851,0,マルヤクデ
0,852,0,タタッコ
0,853,0,オトスパス
0,854,0,ヤバチャ
0,855,0,ポットデス
0,856,0,ミブリム
0,857,0,テブリム
0,858,0,ブリムオン
0,859,0,ベロバー
0,860,0,ギモー
0,861,0,オーロンゲ
0,862,0,タチフサグマ
0,863,0,ニャイキング
0,864,0,サニゴーン
0,865,0,ネギガナイト
0,866,0,バリコオル
0,867,0,デスバーン
0,868,0,マホミル
0,869,0,マホイップ
0,870,0,タイレーツ
0,871,0,バチンウニ
0,872,0,ユキハミ
0,873,0,モスノウ
0,874,0,イシヘンジン
0,875,0,コオリッポ
0,875,1,コオリッポ_ナイスフェイス
0,876,0,イエッサン_オス
0,876,1,イエッサン_メス
0,877,0,モルペコ
0,878,0,ゾウドウ
0,879,0,ダイオウドウ
0,880,0,パッチラゴン
0,881,0,パッチルドン
0,882,0,ウオノラゴン
0,883,0,ウオチルドン
0,884,0,ジュラルドン
0,885,0,ドラメシヤ
0,886,0,ドロンチ
0,887,0,ドラパルト
0,888,1,ザシアン
0,888,0,ザシアン剣
0,889,1,ザマゼンタ
0,889,0,ザマゼンタ盾
0,890,0,ムゲンダイナ
0,891,0,ダクマ
0,892,0,ウーラオス_一撃
0,892,1,ウーラオス_連撃
0,893,0,ザルード
0,894,0,レジエレキ
0,895,0,レジドラゴ
0,896,0,ブリザポス
0,897,0,レイスポス
0,898,0,バドレックス
0,898,1,バドレックス_はくば
0,898,2,バドレックス_こくば
